Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,floor_number,total_floor,Area Locality Encoded
2022-07-06,0,18000,300,3 out of 4,1,"Arjun Nagar, Safdarjung Enclave",2,1,0,1,0,3.0,4.0,139
2022-06-20,2,30000,1800,1 out of 4,1,Malviya Nagar,2,1,0,3,0,1.0,4.0,1193
2022-05-27,0,16000,400,3 out of 4,1,Lajpat Nagar 4,2,1,1,1,0,3.0,4.0,1078
2022-05-21,2,22000,1250,2 out of 3,2,Cghs apts.,2,1,1,2,2,2.0,3.0,361
2022-06-08,1,9000,480,1 out of 4,2,Rohini Sector 21,2,1,1,1,2,1.0,4.0,1692
2022-06-17,1,20200,84,2 out of 4,1,Paschim Vihar,2,1,0,2,0,2.0,4.0,1502
2022-06-15,1,19500,84,2 out of 4,1,Paschim Vihar Block A6,2,1,0,2,0,2.0,4.0,1504
2022-07-09,1,21000,600,3 out of 4,1,"Arjun Nagar, Safdarjung Enclave",2,1,0,2,0,3.0,4.0,139
2022-07-06,1,20000,600,Ground out of 4,1,"Arjun Nagar, Safdarjung Enclave",2,1,0,2,0,0.0,4.0,139
2022-05-14,1,13000,720,2 out of 4,2,Govindpuri Main,2,1,1,2,2,2.0,4.0,656
2022-05-27,1,6500,75,1 out of 1,1,Najafgarh,2,2,1,1,2,1.0,1.0,1331
2022-04-29,2,25000,1000,1 out of 4,2,"Everest Apartment, Kalkaji",2,2,1,2,2,1.0,4.0,567
2022-05-19,1,20000,900,2 out of 4,1,Malviya Nagar,2,1,0,2,0,2.0,4.0,1193
2022-06-28,1,33000,2200,1 out of 1,1,Janakpuri,2,1,2,2,2,1.0,1.0,835
2022-06-03,2,18000,900,Ground out of 4,1,Mayur Vihar 3,2,1,1,1,2,0.0,4.0,1245
2022-05-31,0,13000,550,3 out of 3,1,Pitampura,2,1,1,1,2,3.0,3.0,1530
2022-04-29,1,10000,450,4 out of 5,2,Palam,2,0,1,1,2,4.0,5.0,1466
2022-04-29,1,10000,470,2 out of 4,2,Pul Prahlad Pur,2,0,1,2,2,2.0,4.0,1570
2022-05-10,2,23000,125,3 out of 4,2,"Khirki extension, Malviya Nagar",2,1,1,2,2,3.0,4.0,1002
2022-05-27,0,20000,400,3 out of 4,1,Lajpat Nagar 4,2,0,1,1,0,3.0,4.0,1078
2022-05-23,3,150000,2600,2 out of 2,1,Vasant Vihar,2,1,1,4,2,2.0,2.0,2065
2022-05-14,2,25000,1500,5 out of 10,1,"DJA Apartments, Dwarka Sector 13",2,1,1,3,0,5.0,10.0,449
2022-05-10,1,21000,80,3 out of 4,2,Dwarka Sector 17,2,1,1,1,2,3.0,4.0,534
2022-07-04,2,30000,1100,3 out of 3,1,Dwarka Sector 9,2,1,1,2,2,3.0,3.0,541
2022-06-04,1,22000,1000,4 out of 5,2,Vasant Kunj,2,1,1,2,2,4.0,5.0,2058
2022-04-29,1,14000,800,3 out of 5,2,Mehrauli,2,2,1,2,2,3.0,5.0,1258
2022-05-23,1,7000,50,2 out of 5,2,Dwarka Sector 14,2,0,1,1,2,2.0,5.0,533
2022-05-23,1,18500,1000,2 out of 5,2,"Kishangarh, Vasant Kunj",2,1,1,2,2,2.0,5.0,1006
2022-05-18,0,8500,550,2 out of 3,1,Chhattarpur Enclave,2,2,0,1,0,2.0,3.0,395
2022-05-18,0,8000,450,Ground out of 4,1,Chhattarpur Enclave,2,2,0,1,0,0.0,4.0,395
2022-07-05,1,10000,670,2 out of 4,2,Ram Nagar,2,0,1,2,2,2.0,4.0,1639
2022-05-14,1,15000,700,1 out of 3,2,Dwarka,2,1,1,1,2,1.0,3.0,530
2022-05-05,2,37000,125,3 out of 4,2,"Vikram Vihar, Lajpat Nagar",2,1,0,2,2,3.0,4.0,2099
2022-06-30,2,90000,1872,1 out of 5,2,Greater Kailash 1,2,1,1,3,0,1.0,5.0,660
2022-05-18,1,12000,650,2 out of 4,1,Chhattarpur Enclave,2,2,1,1,0,2.0,4.0,395
2022-05-18,1,13000,550,1 out of 4,1,Chhattarpur Enclave,2,2,0,2,0,1.0,4.0,395
2022-05-21,1,22000,84,Ground out of 4,1,Paschim Vihar,2,1,0,2,0,0.0,4.0,1502
2022-06-19,0,4000,90,Ground out of 2,2,Gopalpur,2,2,1,2,2,0.0,2.0,648
2022-06-04,1,12000,1000,1 out of 4,2,Laxmi Nagar,2,2,1,2,2,1.0,4.0,1102
2022-05-14,0,9000,65,3 out of 4,2,Lado Sarai,2,2,1,1,2,3.0,4.0,1072
2022-05-05,1,14000,75,2 out of 4,2,Pandav Nagar,2,2,1,1,2,2.0,4.0,1486
2022-07-06,0,15000,250,Ground out of 4,1,"Arjun Nagar, Safdarjung Enclave",2,0,0,1,0,0.0,4.0,139
2022-05-10,1,12500,900,3 out of 4,2,Surya Apartment pocket a11,2,2,0,2,2,3.0,4.0,1940
2022-07-06,2,30000,900,3 out of 4,1,"Arjun Nagar, Safdarjung Enclave",2,1,0,3,0,3.0,4.0,139
2022-07-01,1,9500,650,Ground out of 3,2,Mayur Vihar,2,2,1,2,2,0.0,3.0,1243
2022-05-19,1,15000,900,4 out of 5,2,Bhagwati Garden,2,1,1,2,2,4.0,5.0,277
2022-05-19,0,12000,800,3 out of 5,2,Rohini Sector 3,2,1,1,1,2,3.0,5.0,1696
2022-06-30,0,8000,410,2 out of 4,1,Dwarka Sector 23B,2,2,0,1,2,2.0,4.0,537
2022-05-05,2,70000,1500,2 out of 3,2,Rajouri Garden,2,0,1,3,2,2.0,3.0,1636
2022-05-21,3,250000,2800,2 out of 3,1,Safdarjung Enclave,2,2,1,4,2,2.0,3.0,1732
2022-06-24,2,31500,1800,2 out of 4,1,Pitampura,2,1,0,2,0,2.0,4.0,1530
2022-06-22,1,30000,1400,Ground out of 4,1,"Sarita Vihar, Mathura Road",2,1,0,2,0,0.0,4.0,1791
2022-05-14,2,60000,1600,3 out of 4,2,Greater Kailash,2,1,1,3,2,3.0,4.0,659
2022-06-04,2,35000,1200,3 out of 4,1,Rajouri Garden,2,1,0,2,0,3.0,4.0,1636
2022-07-03,2,55000,1150,2 out of 4,1,"Vikram Vihar, Lajpat Nagar",2,2,1,3,0,2.0,4.0,2099
2022-05-05,1,20000,110,Ground out of 2,2,Karawal Nagar,2,1,1,1,2,0.0,2.0,959
2022-06-03,0,6500,300,3 out of 3,2,"Tagore Garden, Rajouri Garden, Najafgarh Road",2,0,1,1,2,3.0,3.0,1952
2022-06-23,1,17000,750,1 out of 4,1,"Panchsheel Vihar, Sheikh Sarai",2,1,1,2,0,1.0,4.0,1485
2022-07-09,0,9300,450,1 out of 4,1,Paschim Vihar Block A6,2,1,0,1,0,1.0,4.0,1504
2022-06-30,1,7500,410,2 out of 4,2,Ghitorni,2,2,1,1,2,2.0,4.0,631
2022-06-08,1,20000,800,2 out of 5,2,Janakpuri,2,0,1,1,2,2.0,5.0,835
2022-04-29,2,18000,120,4 out of 5,2,Bhalswa,2,0,1,3,2,4.0,5.0,283
2022-06-20,0,15000,650,2 out of 4,1,Saket,2,0,0,1,0,2.0,4.0,1749
2022-05-14,1,13000,400,2 out of 4,1,kst chattarpur Apartments,2,2,0,1,0,2.0,4.0,2200
2022-04-29,1,20000,810,3 out of 3,2,Vikaspuri,2,1,1,2,2,3.0,3.0,2096
2022-06-22,2,12000,700,1 out of 3,2,"Indraprastha Extension, Patparganj",2,0,1,2,2,1.0,3.0,794
2022-06-30,1,40000,1125,Ground out of 2,2,Krishna Park,2,0,1,2,2,0.0,2.0,1049
2022-06-30,1,8000,600,4 out of 5,2,Rohini Sector 7,2,2,1,2,2,4.0,5.0,1700
2022-05-21,2,95000,1300,1 out of 4,1,South Extension 1,2,0,0,3,0,1.0,4.0,1891
2022-06-09,2,68000,1450,2 out of 4,1,Lajpat Nagar 3,2,1,1,3,0,2.0,4.0,1077
2022-05-05,2,18000,110,1 out of 5,2,Tri Nagar,2,2,1,2,2,1.0,5.0,2013
2022-06-28,3,130000,3500,1 out of 3,1,Anand Niketan,2,1,0,6,0,1.0,3.0,102
2022-06-28,3,150000,4000,3 out of 3,1,West End,2,1,0,7,0,3.0,3.0,2139
2022-06-28,2,75000,2500,1 out of 3,1,Sarvodaya Enclave,2,1,0,4,0,1.0,3.0,1796
2022-06-06,3,110000,3000,2 out of 4,1,Safdarjung Enclave,2,1,0,5,0,2.0,4.0,1732
2022-06-28,3,150000,3500,3 out of 3,1,Vasant Vihar,2,1,0,6,0,3.0,3.0,2065
2022-05-30,0,10000,240,4 out of 5,2,Malviya Nagar,2,1,0,1,2,4.0,5.0,1193
2022-05-18,2,24000,1250,2 out of 4,1,Chhattarpur Enclave,2,2,0,2,0,2.0,4.0,395
2022-05-23,2,28000,1000,2 out of 5,2,Rohini Sector 24,2,1,1,2,2,2.0,5.0,1695
2022-07-01,2,28000,900,2 out of 4,1,"Panchsheel Vihar, Sheikh Sarai",2,2,0,2,2,2.0,4.0,1485
2022-07-07,1,18000,900,Ground out of 4,1,Jhilmil Colony,2,1,1,2,0,0.0,4.0,855
2022-05-18,2,27000,1250,3 out of 4,1,Chhattarpur Enclave,2,2,1,3,0,3.0,4.0,395
2022-05-18,1,17000,650,2 out of 4,1,Chhattarpur Enclave,2,2,1,2,0,2.0,4.0,395
2022-04-29,2,350000,3200,1 out of 2,2,Sundar Nagar,2,1,1,4,2,1.0,2.0,1926
2022-04-29,1,25000,900,2 out of 3,2,Pitampura,2,1,1,1,2,2.0,3.0,1530
2022-05-18,2,16500,1250,2 out of 4,1,Chattarpur Extension,2,2,0,2,0,2.0,4.0,385
2022-06-29,1,14000,60,3 out of 3,1,Rohini Sector 21,2,1,0,2,2,3.0,3.0,1692
2022-04-29,1,18000,90,3 out of 4,2,Mahaveer Nagar,2,2,1,2,2,3.0,4.0,1165
2022-05-10,1,10000,55,3 out of 4,2,Peera Garhi,2,2,1,1,2,3.0,4.0,1517
2022-04-29,1,10000,50,1 out of 2,2,Dwarka Sector 8,2,2,1,1,2,1.0,2.0,540
2022-05-24,3,100000,400,Ground out of 4,1,Sarvodaya Enclave,2,2,1,4,0,0.0,4.0,1796
2022-07-08,1,25000,680,2 out of 4,1,Pitampura,2,0,0,1,0,2.0,4.0,1530
2022-06-15,1,22999,756,2 out of 4,1,Paschim Vihar Block A3,2,1,0,2,0,2.0,4.0,1503
2022-05-05,1,6000,500,2 out of 3,2,Jaitpur,2,2,1,1,2,2.0,3.0,826
2022-06-02,1,40000,900,Ground out of 3,1,Vasant Kunj,2,0,1,2,2,0.0,3.0,2058
2022-06-30,2,250000,2000,3 out of 6,2,Defence Colony,2,0,1,3,2,3.0,6.0,472
2022-06-30,0,13000,40,3 out of 3,1,Shalimar bagh,2,0,1,1,0,3.0,3.0,1824
2022-06-12,0,14000,100,3 out of 3,2,Chittaranjan Park,2,0,1,1,0,3.0,3.0,416
2022-05-30,1,20000,950,2 out of 3,1,"Geeta Colony PRWS Block 3 And 7, Rajgarh Colony",2,1,1,2,2,2.0,3.0,621
2022-06-17,0,5500,200,1 out of 4,1,Sultanpur,2,0,0,1,2,1.0,4.0,1922
2022-07-06,1,32000,900,Ground out of 4,1,Lajpat Nagar,2,0,1,2,0,0.0,4.0,1075
2022-05-10,1,8000,750,1 out of 4,2,Mehrauli,2,1,1,1,2,1.0,4.0,1258
2022-05-18,2,25000,1400,3 out of 4,1,Palam Extension,2,2,2,3,0,3.0,4.0,1469
2022-06-30,1,28000,100,2 out of 4,1,Shalimar bagh,2,1,1,2,0,2.0,4.0,1824
2022-06-12,1,22000,100,1 out of 2,2,Kalkaji,2,1,1,2,0,1.0,2.0,914
2022-06-12,0,21000,100,Ground out of 1,2,Chittaranjan Park,2,1,1,1,0,0.0,1.0,416
2022-05-27,1,30000,1000,2 out of 4,2,"DDA Flats Sector E Pocket 1, Vasant Kunj",2,1,1,2,0,2.0,4.0,447
2022-06-30,0,12000,400,2 out of 4,1,Lajpat Nagar,2,2,1,1,0,2.0,4.0,1075
2022-06-23,0,15000,70,2 out of 3,2,DS 19,2,2,1,1,2,2.0,3.0,453
2022-05-23,0,18000,450,Ground,1,"DDA Flat AD Block, Shalimar Bagh AD Block",2,0,1,1,2,0.0,0.0,444
2022-07-01,1,18000,900,3 out of 4,1,"Acharya Niketan, Mayur Vihar",2,2,1,1,2,3.0,4.0,27
2022-04-29,0,10000,42,Ground out of 3,2,Dwarka Sector 23,2,1,1,1,2,0.0,3.0,536
2022-06-30,0,16000,400,2 out of 4,1,Lajpat Nagar,2,0,1,1,0,2.0,4.0,1075
2022-04-28,1,20000,900,3 out of 3,1,Amarpali Apartment,2,1,0,2,2,3.0,3.0,85
2022-05-31,3,28000,1500,2 out of 4,1,Rohini Sector 24,2,1,1,2,0,2.0,4.0,1695
2022-05-31,0,7000,70,1 out of 4,2,Palam,2,1,1,1,2,1.0,4.0,1466
2022-06-08,1,30000,450,Ground out of 1,1,Sethi floor nihal vihar,2,0,1,1,2,0.0,1.0,1813
2022-07-02,1,15000,900,Ground out of 4,1,Hari Nagar,2,1,1,1,2,0.0,4.0,696
2022-05-11,0,8000,500,1 out of 5,1,Main Ghitorni,2,2,1,1,2,1.0,5.0,1178
2022-07-07,0,9000,400,2 out of 3,1,Pitampura,2,2,1,2,0,2.0,3.0,1530
2022-06-05,2,33500,150,2 out of 4,1,Paschim Vihar Block A3,2,1,0,2,0,2.0,4.0,1503
2022-06-17,0,9500,450,1 out of 3,1,Neb Sarai,2,2,1,1,2,1.0,3.0,1369
2022-05-23,1,10000,540,1 out of 4,2,"Baljit Nagar, Patel Nagar",2,2,1,1,2,1.0,4.0,210
2022-06-30,0,20000,400,3 out of 4,1,Lajpat Nagar,2,0,1,1,0,3.0,4.0,1075
2022-05-18,0,10000,450,2 out of 4,1,"Chhattarpur Enclave Phase1, Chhattarpur",2,2,1,1,0,2.0,4.0,396
2022-05-10,0,15000,700,4 out of 5,2,DS 19,2,2,1,1,2,4.0,5.0,453
2022-06-16,2,55000,1450,Ground out of 4,1,Vasant Kunj,2,0,0,2,0,0.0,4.0,2058
2022-06-17,1,20000,1000,2 out of 4,1,Patparganj,2,1,0,2,0,2.0,4.0,1510
2022-06-24,1,16000,550,1 out of 4,1,Saket,2,1,0,2,0,1.0,4.0,1749
2022-05-31,1,23000,900,2 out of 3,1,"DDA Flats Block B3, Keshav Puram, Tri Nagar",2,0,1,2,2,2.0,3.0,445
2022-06-27,2,150000,300,2 out of 2,2,Panchsheel Park,2,1,1,3,0,2.0,2.0,1484
2022-07-02,1,25000,1100,Ground out of 3,2,New Delhi,2,2,1,2,2,0.0,3.0,1386
2022-06-24,0,9000,600,1 out of 4,1,Saket,2,1,0,1,0,1.0,4.0,1749
2022-06-24,0,11000,450,3 out of 4,2,"Manak Vihar, Anand Vihar",2,1,0,1,2,3.0,4.0,1200
2022-06-21,1,11500,550,2 out of 4,1,Mayur Vihar 1,2,2,1,1,0,2.0,4.0,1244
2022-06-23,2,16000,1000,1 out of 4,2,Dwarka Mor,2,2,1,2,0,1.0,4.0,531
2022-05-18,2,23000,1250,2 out of 4,1,Chhattarpur Enclave,2,2,0,2,0,2.0,4.0,395
2022-05-18,3,30000,1950,2 out of 4,1,Chhattarpur Enclave,2,1,1,4,0,2.0,4.0,395
2022-06-25,2,110000,1750,4 out of 4,1,Safdarjung Enclave,2,1,0,4,0,4.0,4.0,1732
2022-06-04,0,3500,25,3 out of 4,2,Burari,2,2,1,1,2,3.0,4.0,342
2022-06-12,1,12100,700,3 out of 4,1,Shadipur,2,2,0,1,0,3.0,4.0,1817
2022-07-04,1,19000,1800,1 out of 2,1,"Naveen Shahdara, Shahdara",2,2,0,1,2,1.0,2.0,1360
2022-05-25,1,40000,1000,3 out of 3,2,Greater Kailash 2,2,0,1,2,2,3.0,3.0,661
2022-05-27,1,8000,200,2 out of 3,2,Najafgarh,2,2,1,1,2,2.0,3.0,1331
2022-07-05,2,42000,1700,2 out of 4,1,Pitampura,2,1,0,3,0,2.0,4.0,1530
2022-06-04,2,13000,70,Ground out of 4,2,Pandav Nagar,2,1,1,2,2,0.0,4.0,1486
2022-07-05,2,44000,1700,3 out of 4,1,Pitampura,2,1,0,3,0,3.0,4.0,1530
2022-06-25,0,11000,450,1 out of 4,1,Saket,2,1,0,1,0,1.0,4.0,1749
2022-07-05,2,40000,1350,2 out of 3,1,Safdarjung Enclave,2,1,0,3,0,2.0,3.0,1732
2022-05-31,3,150000,2550,3 out of 4,2,Greater Kailash 1,2,1,1,4,0,3.0,4.0,660
2022-05-18,1,13000,650,2 out of 4,1,Chhattarpur,2,2,1,2,0,2.0,4.0,394
2022-05-18,1,17500,650,2 out of 4,1,Chhattarpur,2,1,1,2,0,2.0,4.0,394
2022-05-18,2,14500,1250,1 out of 4,1,Chhattarpur,2,2,1,3,0,1.0,4.0,394
2022-05-18,2,24000,1250,2 out of 4,1,Chhattarpur,2,2,0,2,0,2.0,4.0,394
2022-06-15,2,30000,1000,3 out of 4,1,Mayur Vihar Phase 1 Extension,2,2,1,2,2,3.0,4.0,1246
2022-05-31,0,10000,500,2 out of 3,2,Kalkaji,2,1,1,1,2,2.0,3.0,914
2022-06-16,0,10000,500,3 out of 4,1,Neb Sarai,2,1,1,1,0,3.0,4.0,1369
2022-07-04,2,90000,1550,2 out of 4,1,Safdarjung Enclave,2,1,0,3,0,2.0,4.0,1732
2022-06-14,3,280000,3800,1 out of 4,1,"Maharani Bagh, New Friends Colony",2,1,1,5,0,1.0,4.0,1162
2022-06-28,1,32000,1150,1 out of 4,2,Shalimar bagh,2,2,0,2,2,1.0,4.0,1824
2022-05-26,2,80000,2000,3 out of 4,1,Sarvodaya Enclave,2,2,1,3,0,3.0,4.0,1796
2022-04-29,0,5500,30,2 out of 3,1,B-7 veer Singh colony Budh vihar phase 2 delhi,2,0,1,1,2,2.0,3.0,177
2022-06-06,0,6000,50,3 out of 4,1,Mahavir Enclave Part 3,2,1,0,1,2,3.0,4.0,1167
2022-05-27,2,30000,1205,2 out of 4,2,Dwarka Sector 5,2,0,1,2,2,2.0,4.0,538
2022-06-12,2,42000,1450,2 out of 4,1,Vasant Kunj,2,1,0,2,0,2.0,4.0,2058
2022-04-28,0,5500,200,2 out of 4,2,Pusa Institutional Area,2,2,1,1,2,2.0,4.0,1582
2022-06-08,1,7000,350,2 out of 4,2,Raj Nagar 2,2,1,1,2,2,2.0,4.0,1624
2022-06-20,1,10000,700,Ground out of 1,2,Sarojini Nagar,2,2,0,1,2,0.0,1.0,1793
2022-06-08,0,17000,400,3 out of 4,1,Lajpat Nagar,2,0,1,1,0,3.0,4.0,1075
2022-05-10,0,18000,700,1 out of 5,2,Mayur Vihar 1,2,1,1,1,2,1.0,5.0,1244
2022-07-02,1,14000,1000,1 out of 4,1,"Arjun Garh, Aya Nagar",2,1,0,2,0,1.0,4.0,138
2022-06-21,0,17000,450,1 out of 4,1,"Paryavaran Complex, Sainik Farm",2,0,1,1,0,1.0,4.0,1499
2022-06-01,2,27000,1200,10 out of 10,2,DS 19,2,1,2,2,2,10.0,10.0,453
2022-07-09,2,25000,1200,2 out of 4,1,Patparganj,2,1,0,2,0,2.0,4.0,1510
2022-04-29,1,23000,900,3 out of 4,2,"Lajpat Nagar II, null",2,1,1,2,2,3.0,4.0,1079
2022-06-14,1,24500,84,1 out of 4,1,Paschim Vihar,2,0,0,2,0,1.0,4.0,1502
2022-06-21,0,10000,200,1 out of 2,1,East Of Kailash,2,2,1,1,2,1.0,2.0,548
2022-05-22,1,35000,1300,2 out of 3,2,Kalkaji,2,2,0,2,0,2.0,3.0,914
2022-07-04,1,27000,1300,Ground out of 2,1,Aya Nagar Extension,2,0,1,2,2,0.0,2.0,169
2022-06-20,0,7000,200,1 out of 4,1,kst chattarpur Apartments,2,2,0,1,0,1.0,4.0,2200
2022-07-04,0,5000,300,Ground out of 4,1,Laxmi Nagar,2,1,1,1,0,0.0,4.0,1102
2022-05-04,1,5000,550,3 out of 4,1,"Mohan Garden, Razapur Khurd",2,2,1,1,2,3.0,4.0,1276
2022-05-30,1,12000,950,2 out of 2,2,Uttam Nagar,2,1,0,1,2,2.0,2.0,2039
2022-05-22,1,30000,750,2 out of 4,1,"Arjun Nagar, Safdarjung Enclave",2,0,1,2,0,2.0,4.0,139
2022-05-18,1,25000,950,Ground out of 4,1,"East End Apartments, Ph. 1ext near new Ashok nagar",2,1,1,2,2,0.0,4.0,546
2022-06-28,0,6000,350,1 out of 4,1,Laxmi Nagar,2,1,1,1,0,1.0,4.0,1102
2022-05-27,2,45000,2000,3 out of 4,2,Jangpura,2,2,1,3,2,3.0,4.0,837
2022-07-04,2,40000,180,Ground out of 4,1,Janakpuri,2,2,0,3,0,0.0,4.0,835
2022-05-10,1,8500,60,2 out of 5,2,Mayur Vihar 1,2,1,1,1,2,2.0,5.0,1244
2022-06-29,1,16500,950,2 out of 4,1,"Indraprastha Extension, Patparganj",2,2,0,1,0,2.0,4.0,794
2022-05-22,2,100000,1400,1 out of 4,1,"Jangpura Extension, Jangpura",2,1,1,3,0,1.0,4.0,838
2022-06-04,2,52000,200,2 out of 3,1,South Extension 1,2,2,1,2,2,2.0,3.0,1891
2022-05-12,0,12500,450,2 out of 3,1,Patel Nagar West,2,0,1,1,0,2.0,3.0,1506
2022-05-10,1,14000,600,3 out of 4,2,"V3s East Centre, Laxmi Nagar",2,2,1,2,2,3.0,4.0,2042
2022-06-27,0,15000,350,1 out of 3,2,"Arjun Nagar, Safdarjung Enclave",2,2,1,1,2,1.0,3.0,139
2022-06-16,0,5000,300,1 out of 3,1,Ashok Nagar,2,0,0,1,2,1.0,3.0,146
2022-05-24,1,40000,95,3 out of 3,1,Safdarjung Enclave,2,1,1,2,0,3.0,3.0,1732
2022-06-23,0,17000,550,3 out of 3,2,"DDA Rose Apartments, Dwarka Sector 18B",2,0,1,1,2,3.0,3.0,448
2022-06-08,2,15000,900,1 out of 3,2,Narela,2,0,1,3,2,1.0,3.0,1354
2022-06-16,0,6000,25,4 out of 6,2,Hari Nagar Ashram,2,1,1,1,2,4.0,6.0,697
2022-06-15,2,85000,325,1 out of 3,1,Defence Colony,2,2,0,3,0,1.0,3.0,472
2022-05-31,1,18000,80,2 out of 4,2,Rajouri Garden,2,1,1,2,2,2.0,4.0,1636
2022-05-31,1,7500,77,3 out of 4,2,Mandawali,2,2,1,1,2,3.0,4.0,1207
2022-05-04,1,10000,60,3 out of 4,2,Bindapur,2,1,1,1,2,3.0,4.0,310
2022-05-21,0,9000,100,1 out of 1,2,"Shiva Enclave, Paschim Vihar",2,0,1,1,2,1.0,1.0,1844
2022-05-27,2,24000,1300,3 out of 4,2,Rohini Sector 22,2,1,1,2,2,3.0,4.0,1693
2022-07-03,1,12000,500,1 out of 4,1,Laxmi Nagar,2,1,1,2,0,1.0,4.0,1102
2022-06-06,1,10500,500,2 out of 3,1,Laxmi Nagar,2,1,1,2,0,2.0,3.0,1102
2022-06-13,1,31000,1200,3 out of 4,2,Pitampura,2,1,1,2,2,3.0,4.0,1530
2022-05-15,0,9000,250,Ground out of 3,2,"Jai laxmi Apartments, Indraprastha Extension, Patparganj",2,1,1,1,2,0.0,3.0,825
2022-06-04,1,9000,700,4 out of 5,2,Sant Nagar,2,1,1,1,2,4.0,5.0,1775
2022-07-01,2,27000,1050,Ground out of 4,1,"Nalanda Apartment, Vikaspuri",2,2,2,2,0,0.0,4.0,1335
2022-07-05,1,12500,500,2 out of 4,1,Laxmi Nagar,2,1,1,2,0,2.0,4.0,1102
2022-07-06,1,15000,1100,1 out of 2,2,Medavakkam,1,1,0,2,2,1.0,2.0,1251
2022-05-21,1,6500,1000,Ground out of 1,2,"Urapakkam, Vandalur R.F, GST Road",1,1,1,2,2,0.0,1.0,2035
2022-05-20,2,90000,2400,1 out of 3,1,"R.A Puram, Mandaiveli",1,1,1,3,0,1.0,3.0,1590
2022-07-10,2,200000,3000,1 out of 1,2,Madras Boat Club Road,1,0,2,4,0,1.0,1.0,1153
2022-06-25,0,15000,650,Ground out of 2,1,Kambar Colony,1,1,1,1,2,0.0,2.0,928
2022-05-18,1,15000,1000,17 out of 31,1,Thalambur,1,1,0,2,2,17.0,31.0,1977
2022-06-14,1,7600,700,1 out of 3,2,Anakaputhur,1,2,1,2,2,1.0,3.0,100
2022-06-14,2,29000,1200,1 out of 3,1,Ashok Nagar,1,1,0,3,0,1.0,3.0,146
2022-06-19,2,20000,1710,15 out of 29,2,"Padur, Old Mahabalipuram Road",1,1,1,3,2,15.0,29.0,1464
2022-05-12,1,12000,600,1 out of 3,2,Mangadu,1,0,1,2,2,1.0,3.0,1209
2022-07-06,1,10500,1080,1 out of 2,2,Ponmar,1,2,1,2,2,1.0,2.0,1537
2022-05-26,1,29000,1300,Ground out of 2,2,Annanagar west,1,1,1,2,2,0.0,2.0,125
2022-07-10,1,26000,1027,15 out of 19,2,Karapakkam,1,1,0,2,0,15.0,19.0,958
2022-07-06,2,25000,1350,Ground out of 2,2,Alandur,1,0,2,3,2,0.0,2.0,64
2022-05-12,1,10000,950,1 out of 2,2,Selaiyur,1,2,2,2,2,1.0,2.0,1804
2022-05-12,1,14000,1300,1 out of 2,2,Iyyappanthangal,1,2,1,2,2,1.0,2.0,809
2022-05-12,1,6000,600,1 out of 3,2,Poonamallee,1,2,1,1,2,1.0,3.0,1542
2022-05-16,2,40000,1428,Ground out of 2,2,"Chromepet, GST Road",1,2,0,2,2,0.0,2.0,423
2022-06-20,1,23000,920,2 out of 2,1,KK Nagar,1,1,1,2,2,2.0,2.0,881
2022-06-28,1,10000,600,Ground out of 2,1,Sadhanadhapuram,1,1,1,2,2,0.0,2.0,1728
2022-06-11,1,10000,810,Ground out of 1,1,"Tambaram West, Tambaram, Chennai Bypass Road",1,2,0,1,2,0.0,1.0,1960
2022-06-02,1,15000,1200,Ground out of 2,2,Ramapuram,1,1,1,2,2,0.0,2.0,1649
2022-05-12,0,11000,550,3 out of 4,2,Poongavanapuram,1,1,1,1,2,3.0,4.0,1543
2022-05-12,1,20000,600,1 out of 2,2,"Egmore, PH Road",1,2,2,1,2,1.0,2.0,551
2022-05-12,1,15000,850,Ground out of 2,2,Old Mahabalipuram Road,1,0,1,1,2,0.0,2.0,1436
2022-06-27,3,22000,2117,20 out of 20,1,Sholinganallur,1,1,1,4,2,20.0,20.0,1849
2022-04-30,1,6000,900,1 out of 1,2,Guduvancheri,1,2,0,2,2,1.0,1.0,670
2022-05-12,1,20000,1000,Ground out of 1,2,Thiruvanmiyur,1,1,1,2,2,0.0,1.0,1995
2022-05-12,0,6500,500,2 out of 3,2,"Aminjikarai, PH Road",1,2,1,1,2,2.0,3.0,95
2022-05-12,1,12000,800,1 out of 3,2,"Purasawalkam, PH Road",1,1,1,1,2,1.0,3.0,1575
2022-05-12,1,27000,1550,2 out of 3,2,Alwarpet,1,1,1,3,2,2.0,3.0,81
2022-05-12,1,15000,1500,Ground out of 1,2,Madanankppam,1,2,1,2,2,0.0,1.0,1143
2022-05-15,2,20000,1700,Ground out of 1,1,Thirumazhisai,1,0,1,6,2,0.0,1.0,1990
2022-06-28,1,22000,700,3 out of 4,2,T Nagar,1,1,1,2,2,3.0,4.0,1946
2022-05-12,0,7000,400,1 out of 3,2,Koyambedu,1,2,1,1,2,1.0,3.0,1044
2022-05-12,1,7000,450,1 out of 2,2,Pammal,1,1,1,1,2,1.0,2.0,1477
2022-05-12,0,6500,500,1 out of 3,2,Velachery,1,0,1,1,2,1.0,3.0,2071
2022-05-12,1,9000,770,1 out of 2,2,"Tambaram, GST Road",1,1,1,2,2,1.0,2.0,1961
2022-05-25,0,4500,150,Ground out of 2,2,Velachery,1,1,1,1,2,0.0,2.0,2071
